eos,time_day,pressure_min_bar,pressure_avg_bar,pressure_max_bar,s_o_avg,s_g_avg,s_w_avg,rho_w_avg_kg_m3,producer_surface_rate_magnitude_m3_s,injector_bhp_bar,cumulative_nonlinear_solve_wall_s
PR,0,60,60,60,0.5937905132302927,0.3329129535456463,0.07329653322407587,845.4143888379317,1.86093217692977,,0.0
PR,0.25,58.11167181065746,59.99589592871667,60.41708167284897,0.5936995887955527,0.3330041405821871,0.07329627062226039,845.414334639026,1.633671347814967,63.4396455848352,2.152588291000029
PR,0.5,57.40638052554689,59.99218262944412,60.6102013121279,0.5936226540622193,0.3330813094149799,0.07329603652280084,845.4142877382789,1.500434191717763,63.53139098078753,4.46069678799995
PR,0.75,57.05651277799459,59.98867213645675,60.72224262992354,0.5935522044054347,0.3331519789691628,0.07329581662540194,845.4142447544726,1.421701664312711,63.55657572209119,6.66114431699998
PR,1,56.83418212227174,59.98529554861805,60.79955276509279,0.5934857847950885,0.3332186094047878,0.0732956058001238,845.4142043173603,1.36745903906698,63.55528860689732,10.360361334999652
PR,1.25,56.6690782991575,59.98202152311625,60.85931404926158,0.5934223279282851,0.3332822703344953,0.07329540173721977,845.4141657698701,1.325899056291184,63.54204048453513,13.170549244000085
PR,1.5,56.53543340625964,59.97883204216895,60.9088323586541,0.5933612582333875,0.3333435386067246,0.07329520315988788,845.4141287342798,1.292019097346472,63.52290237037646,15.73921574499991
PR,1.75,56.42189037855343,59.97571503294104,60.95164545917135,0.593302212616968,0.3334027781352891,0.07329500924774275,845.4140929632209,1.263339295476501,63.50076448734307,18.30119648500022
PR,2,56.32257100796191,59.9726616719457,60.98967498820005,0.5932449359313525,0.3334602446508953,0.07329481941775214,845.4140582803567,1.238447972651422,63.47715119876008,20.73583907800048
PR,2.25,56.23402520362734,59.96966515620068,61.02407137840997,0.5931892353027614,0.3335161314702887,0.07329463322695053,845.4140245527381,1.216455707713509,63.45292985026919,22.79491078400042
PR,2.5,56.15402597864333,59.96672005611956,61.05558116788914,0.5931349575078056,0.3335705921689354,0.07329445032325849,845.413991676203,1.196760224711833,63.42862146252384,25.398158515000432
PR,2.75,56.08102707791091,59.96382191615,61.08472193894066,0.5930819765883528,0.3336237529936817,0.07329427041796595,845.4139595668817,1.178931497496001,63.40455100359203,27.58982716700075
PR,3,56.01389512579975,59.96096702396719,61.11187227685264,0.5930301864719262,0.333675720259109,0.07329409326896462,845.4139281558444,1.162650225641625,63.38092596395677,29.544143884000732
PR,3.25,55.95176489518572,59.95815223658975,61.13732115012758,0.5929794962509431,0.3337265850792374,0.07329391866981901,845.4138973855602,1.147672083020683,63.35788015317355,32.23399504400095
PR,3.5,55.8939554290878,59.95537486086695,61.16129653521604,0.5929298269740424,0.3337764265837264,0.0732937464422312,845.4138672073879,1.133805685350975,63.33549908347744,34.613907853001365
PR,3.75,55.83991835814234,59.95263256959686,61.18398307581955,0.5928811093547992,0.3338253142145988,0.07329357643060207,845.4138375798159,1.120898315360742,63.31383577396456,36.89698753600169
PR,4,55.7892042659578,59.94992333498831,61.20553345777589,0.5928332820650293,0.3338733094370074,0.07329340849796397,845.4138084670706,1.108826271572364,63.29292083344264,39.26118616000167
PR,4.25,55.74143972916521,59.94724537812342,61.2260760356552,0.59278629042176,0.3339204670553924,0.07329324252284745,845.4137798381305,1.097488104443637,63.27276909984167,41.494223012001385
PR,4.5,55.69631099718974,59.94459712918142,61.24572014190346,0.5927400853521173,0.3339668362510625,0.07329307839682009,845.4137516658868,1.086799731706839,63.2533841467238,44.200132650001706
PR,4.75,55.65355199793827,59.94197719519988,61.26455990965411,0.5926946225611592,0.3340124614163265,0.07329291602251367,845.4137239265281,1.076690821960922,63.23476142414479,46.02726244900168
PR,5,55.61293528144686,59.93938433436966,61.28267710742148,0.592649861853054,0.3340573828349188,0.07329275531202697,845.41369659902,1.067102061599081,63.21689049679039,47.86690886100132
SW,0,60,60,60,0.5947758305569658,0.3313154608923641,0.07390870855066421,846.7839508116607,1.841890193616252,,0.0
SW,0.25,58.11400353572364,59.99590787310928,60.41615899480824,0.5946848184422335,0.3314067141640545,0.07390846739371108,846.7841464534118,1.619323380531274,63.45721989343516,2.058274122000057
SW,0.5,57.40862177944574,59.99220524842735,60.6091095159852,0.5946078003247547,0.3314839431816111,0.07390825649363496,846.7843507656439,1.487797248277188,63.54842749622001,4.346280793000005
SW,0.75,57.05862284276375,59.98870486399158,60.72110437736422,0.5945372684002148,0.3315546708451681,0.07390806075461706,846.7845598677875,1.409893091677255,63.57321951680435,6.337816374999875
SW,1,56.83627789651286,59.98533799893005,60.79838597913141,0.5944707650657362,0.3316213602810918,0.07390787465317236,846.7847717085798,1.356188370611667,63.57157155629373,8.181858457999624
SW,1.25,56.67121646358399,59.98207338243197,60.85812273128637,0.5944072222279128,0.3316850820866029,0.07390769568548441,846.7849852546479,1.315039935872439,63.55797265061974,10.246209930999612
SW,1.5,56.53763103065287,59.97889304082,60.90762016528047,0.59434606431905,0.3317464132156617,0.07390752246528888,846.7851999169668,1.28150061432551,63.5384896145146,12.340486815999611
SW,1.75,56.42414735395582,59.97578493226081,60.95041659564629,0.594286928521859,0.331805717374721,0.07390735410341924,846.7854153251074,1.25311424109775,63.51601206336321,14.287342755999362
SW,2,56.32488077180669,59.97274025703655,60.98843359827013,0.5942295600254121,0.3318632500040521,0.07390718997053587,846.7856312318936,1.228481510463291,63.49206450380353,15.978384984999138
SW,2.25,56.23637937967811,59.96975223081738,61.02282108678953,0.5941737662750549,0.3319192041337571,0.0739070295911881,846.7858474672611,1.206720498154763,63.46751453463758,18.122979977998966
SW,2.5,56.15641631974539,59.96681543912872,61.05432487677579,0.5941193943233452,0.3319737330866616,0.07390687258999351,846.7860639130454,1.187233982536293,63.44288339012472,20.003503519998958
SW,2.75,56.083446280135,59.96392543866882,61.08346176930463,0.5940663184402456,0.3320269628983619,0.07390671866139309,846.7862804878979,1.169595614977173,63.41849617603506,21.900832699998773
SW,3,56.01633702885267,59.96107852700067,61.11060960416091,0.5940144327369775,0.3320789997118651,0.07390656755115674,846.7864971375848,1.153488905692149,63.39456045827878,23.39028238199853
SW,3.25,55.95422444421546,59.95827156943827,61.13605667816933,0.5939636464517487,0.3321299345039508,0.07390641904429995,846.7867138284113,1.138671749853319,63.37121007146521,25.121857835998526
SW,3.5,55.89642853930633,59.9555018792387,61.16003039159943,0.5939138807484777,0.3321798462947766,0.07390627295674655,846.7869305426127,1.124954558373942,63.34853053184959,27.363660462998723
SW,3.75,55.84240175083186,59.95276713458838,61.18271490178495,0.5938650664314168,0.3322288044392763,0.07390612912930712,846.787147274972,1.112186087187678,63.32657483546888,29.47800887199901
SW,4,55.79169530912142,59.95006531204465,61.2042624919246,0.5938171422439863,0.3322768703328379,0.07390598742317592,846.7873640302961,1.100243857293842,63.30537354924589,31.263946471999134
SW,4.25,55.74393629713803,59.9473946362213,61.22480118997829,0.5937700535602167,0.332324098723315,0.07390584771646844,846.7875808214759,1.089027442419169,63.28494145681387,33.604720079999424
SW,4.5,55.69881135363136,59.94475354015294,61.24444006896028,0.5937237513532001,0.3323705387453001,0.07390570990149983,846.7877976679846,1.078453623105896,63.26528206895042,35.53882670799976
SW,4.75,55.65605470178944,59.94214063325731,61.26327306077123,0.5936781913657576,0.3324162347516315,0.07390557388261107,846.7880145946918,1.068452800255915,63.24639076684765,37.24928528600003
